Timestamp,Point,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline,Energy
2019-02-01 09:00:00,0.0,0,0,4.82,3.42,10.78589743602564,129.39901116747248,131.0410450514573
2019-02-01 10:00:00,10.0,0,0,4.82,3.42,18.938846153846157,90.70456645622627,100.5037388889427
2019-02-01 11:00:00,0.1947622299194336,0,0,4.82,3.42,22.847948717948714,221.0929616320557,272.17411875259916
2019-02-01 12:00:00,0.0421147346496582,0,0,4.82,3.42,26.524358974358968,171.80387783434966,224.46201836454262
2019-02-01 13:00:00,4.240756034851073,0,0,4.82,3.42,24.31500001282052,235.5652343983991,277.89276507934017
2019-02-01 14:00:00,10.0,0,0,4.82,3.42,25.474807807692304,366.117796439008,390.75246019024735
2019-02-01 15:00:00,1.52587890625e-05,0,0,4.82,3.42,26.893204987179484,321.61305580347215,424.9277527491057
2019-02-01 16:00:00,0.0,0,0,4.82,3.42,26.57064103846153,270.71962548727885,301.1738741654288
2019-02-01 17:00:00,0.2156205177307129,0,0,4.82,3.42,26.405970256410257,103.65384720323809,144.9788838925383
2019-02-02 08:00:00,9.623001098632812,2,0,4.82,3.42,6.560512782179488,46.269015482460134,45.1112252656844
2019-02-02 09:00:00,0.0,2,0,4.82,3.42,6.4612820769230765,120.24703659055152,150.67090641214884
2019-02-02 10:00:00,10.0,2,0,4.82,3.42,6.5220512948717975,91.49972474667256,101.66401692802596
2019-02-02 11:00:00,7.052345275878906,2,0,4.82,3.42,7.012564089743588,201.08538397706212,170.31662311034444
2019-02-02 12:00:00,0.0,2,0,4.82,3.42,10.323203846153849,105.8793168333962,238.10737488300273
2019-02-02 13:00:00,9.75798225402832,2,0,4.82,3.42,8.487565384615385,218.30481052466573,214.18935206691484
2019-02-02 14:00:00,10.0,2,0,4.82,3.42,10.878719089743589,331.6875721426357,375.72501018142515
2019-02-02 15:00:00,9.99990463256836,2,0,4.82,3.42,10.176409115384617,338.394267359087,301.2156425852941
2019-02-02 16:00:00,0.0,2,0,4.82,3.42,11.0275641025641,287.34394541930425,302.32521002218755
2019-02-02 17:00:00,10.0,2,0,4.82,3.42,11.056923076923082,67.5835734707595,57.75298624723164
2019-02-03 08:00:00,9.617414474487305,3,0,4.82,3.42,6.526794897435898,61.828108327645,60.211746853179115
2019-02-03 09:00:00,0.0,3,0,4.82,3.42,6.1715384615384625,141.85515925428268,137.56942688314908
2019-02-03 10:00:00,10.0,3,0,4.82,3.42,6.655641012820514,113.263390677446,98.37730126997916
2019-02-03 11:00:00,9.632110595703124e-05,3,0,4.82,3.42,6.773974371794873,267.70221280825723,252.2185641409299
2019-02-03 12:00:00,0.0,3,0,4.82,3.42,7.644743602564103,244.9829921816348,215.4427971937401
2019-02-03 13:00:00,10.0,3,0,4.82,3.42,7.025129461538459,195.09093658711552,154.86457858153253
2019-02-03 14:00:00,10.0,3,0,4.82,3.42,7.214229512820514,396.2777674440197,365.8256396965052
2019-02-03 15:00:00,0.0,3,0,4.82,3.42,7.133589743589742,326.19883280549993,384.23391694841285
2019-02-03 16:00:00,0.0,3,0,4.82,3.42,5.554230756410253,315.8756527473415,281.5460925831913
2019-02-03 17:00:00,5.245208740234375e-06,3,0,4.82,3.42,7.786860256410253,94.74780265351524,142.57603665933073
2019-02-04 08:00:00,9.969053268432617,1,0,4.82,0.1,5.949807653846152,46.24562825959049,103.02340083897086
2019-02-04 09:00:00,0.0,1,0,4.82,0.1,11.048076935897436,106.00681068194638,167.885985672876
2019-02-04 10:00:00,10.0,1,0,4.82,0.1,20.65320498717949,81.20206469573397,134.35937584326237
2019-02-04 11:00:00,2.4672558307647705,1,0,4.82,0.1,27.247948717948717,223.9993771233874,289.9806395908876
2019-02-04 12:00:00,0.0,1,0,4.82,0.1,28.968846038461532,141.8570181341715,273.9396950171428
